LEAID,NAME,CITY,STATE,MEMBER_alt,revised,hasReassignedSchools,altRatio_99,altRatio,altRatio_growth,pupMONEY_reg,pupMONEY_alt,pdiff_pupMONEY,hasCounc_reg,hasCounc_alt,pdiff_hasCounc,puptch_reg,puptch_alt,pdiff_puptch,TEACH_FYSY_RATIO_reg,TEACH_FYSY_RATIO_alt,pdiff_TEACH_FYSY_RATIO,TEACH_ABSENT_RATIO_reg,TEACH_ABSENT_RATIO_alt,pdiff_TEACH_ABSENT_RATIO,gradRate_reg,gradRate_alt,ppdiff_gradRate
631980,RED BLUFF UNION ELEMENTARY,RED BLUFF,CA,12,FALSE,TRUE,0.013257576,0.018209408,0.004951832,4371.679376,5712.5625,0.306720372,1,0,-1,25.01630904,12,-0.520312929,0.045454545,1,21,0.090909091,0,-1,,,
632010,RED BLUFF JOINT UNION HIGH,RED BLUFF,CA,215,FALSE,FALSE,0.0547746,0.133540373,0.078765773,8920.700416,4212.910421,-0.527737708,1,0,-1,20.63609467,24.08837209,0.167293157,0.027777778,0,-1,0,0,,98,57,-41
632070,REDLANDS UNIFIED,REDLANDS,CA,264,FALSE,TRUE,0.031082118,0.020771046,-0.010311072,4477.888237,9193.155018,1.05301127,1,1,0,25.30573906,14.23180593,-0.4376056,0.056963269,0,-1,0.100176783,0.166666667,0.66372549,94.61057108,,
632270,REEF-SUNSET UNIFIED,AVENAL,CA,37,FALSE,FALSE,0.057301294,0.03507109,-0.022230204,5818.98534,9735.176122,0.673002346,0.5,0,-1,20.80190261,17.21621622,-0.172373002,0.052631579,0,-1,0.289473684,0,-1,82,,
632370,RIALTO UNIFIED,RIALTO,CA,410,FALSE,FALSE,0.034579164,0.028529678,-0.006049486,7354.988718,8414.650172,0.144073838,0,0,,23.90758896,20.28713268,-0.151435441,0.066241776,0.05,-0.245189315,0.398550102,0.45,0.129092672,89.19033413,37,-52.19033413
632550,WEST CONTRA COSTA UNIFIED,RICHMOND,CA,751,FALSE,TRUE,0.063053173,0.055318209,-0.007734965,3821.93795,3884.628418,0.016402796,0.882352941,0.666666667,-0.244444444,21.98798077,19.42502445,-0.116561696,0.124368442,0,-1,0.39160513,0.176470588,-0.549365995,89.02059819,,
632610,RIM OF THE WORLD UNIFIED,BLUE JAY,CA,128,FALSE,FALSE,0.041171354,0.057424854,0.0162535,3225.908862,6765.956715,1.097379995,1,1,0,23.33677714,15.6097561,-0.331109176,0.084337349,0,-1,0.397590361,1,1.515151515,91,,
632880,RIPON UNIFIED,RIPON,CA,19,FALSE,FALSE,0.012145749,0.013475177,0.001329428,4970.680369,5952.8125,0.19758505,1,0,-1,29.11710556,21.11111111,-0.274958458,0.143035938,0,-1,0.089397461,0,-1,97.5,,
633110,RIVER DELTA JOINT UNIFIED,RIO VISTA,CA,38,FALSE,FALSE,0.05364627,0.036294174,-0.017352096,4658.275308,6221.122326,0.335499067,0.5,0,-1,20.39973065,18.822587,-0.077311984,0.343577019,0.294117647,-0.143954248,0,0,,92,,
633150,RIVERSIDE UNIFIED,RIVERSIDE,CA,883,FALSE,FALSE,0.073595109,0.042729252,-0.030865857,3759.199619,5218.378576,0.388162137,0.857142857,0.75,-0.125,25.73304088,24.56022609,-0.045576222,0.057037112,0.1,0.753244444,0.237020888,0.24,0.012568984,94.09141083,,
633630,ROSEVILLE JOINT UNION HIGH,ROSEVILLE,CA,313,FALSE,FALSE,0.084307423,0.030599277,-0.053708146,4035.51491,8638.212478,1.140547779,1,1,0,24.19064566,14.28470912,-0.409494508,0.054631829,0.090909091,0.664031621,0.486935867,0.772727273,0.58691796,97.28710515,57,-40.28710515
633720,ROUND VALLEY UNIFIED,COVELO,CA,15,FALSE,FALSE,0.137931034,0.131578947,-0.006352087,6192.368911,5990.592692,-0.032584657,1,0,-1,13.52459016,4.155555556,-0.692740741,0.208333333,0.5,1.4,0.208333333,0,-1,,,
633750,ROWLAND UNIFIED,ROWLAND HEIGHTS,CA,238,FALSE,FALSE,0.043088632,0.035973398,-0.007115235,4118.332312,5126.244895,0.244738041,1,0.5,-0.5,24.68053434,13.78040425,-0.44164887,0.110132159,0.105263158,-0.044210526,0.223935389,0.368421053,0.645211389,92.53914591,,
633840,SACRAMENTO CITY UNIFIED,SACRAMENTO,CA,1450,FALSE,TRUE,0.067987604,0.070279178,0.002291574,3953.348913,3852.376426,-0.025541001,0.666666667,1,0.5,22.9189606,21.6987907,-0.053238448,0.116597522,0.13050571,0.119283736,0.09761653,0.048939641,-0.49865416,68.03591872,,
633860,SADDLEBACK VALLEY UNIFIED,MISSION VIEJO,CA,255,FALSE,FALSE,0.024556433,0.017359929,-0.007196503,3517.417087,7719.399333,1.194621548,1,1,0,27.96819617,22.09926875,-0.209842901,0.037546816,0,-1,0.131629213,0.203888889,0.548963817,97.14675486,,
633980,SALINAS UNION HIGH,SALINAS,CA,586,FALSE,FALSE,0.027429984,0.042143114,0.01471313,3826.364161,4033.624101,0.054166287,1,0.666666667,-0.333333333,24.27463979,46.81003756,0.928351479,0.110250248,0.073056692,-0.337355758,0.194954707,0.233781414,0.199157581,92.12659634,,
634140,SAN BENITO HIGH,HOLLISTER,CA,136,FALSE,FALSE,0.061705989,0.04519774,-0.016508249,7176.923457,3932.540816,-0.452057579,1,1,0,26.31675369,19.56834532,-0.256430122,0.358778626,0.25,-0.303191489,0.13740458,0.5,2.638888889,94,,
634170,SAN BERNARDINO CITY UNIFIED,SAN BERNARDINO,CA,1330,FALSE,FALSE,0.056779384,0.052325124,-0.00445426,3847.388854,4282.690614,0.113142127,0.875,1,0.142857143,24.17739079,19.80400557,-0.180887394,0.112000952,0.023529412,-0.789917751,0.294374182,0.435294118,0.47871024,75.93723299,,
634320,SAN DIEGO UNIFIED,SAN DIEGO,CA,1138,FALSE,FALSE,0.064206802,0.017539533,-0.046667269,1407.064261,305.0336433,-0.783212713,0.810810811,1,0.233333333,26.74633246,14.1953489,-0.469259985,0.072850576,0,-1,0.209452397,0.20071048,-0.041737014,92.60059294,57.7082153,-34.89237764
634380,SAN DIEGUITO UNION HIGH,ENCINITAS,CA,138,FALSE,FALSE,0.033119229,0.011090573,-0.022028656,3476.186504,7682.683824,1.210089653,1,1,0,26.44040137,17.66353755,-0.331948963,0.100095836,0,-1,0.18954318,0,-1,97.81935321,,
634410,SAN FRANCISCO UNIFIED,SAN FRANCISCO,CA,2521,FALSE,TRUE,0.033720181,0.091990513,0.058270332,4162.440236,4546.33544,0.0922284,0.888888889,1,0.125,20.54833641,17.45191596,-0.150689593,0.168048714,0.252586159,0.503053207,0.142059385,0,-1,90.54768041,67.55446623,-22.99321418
634425,SAN GABRIEL UNIFIED,SAN GABRIEL,CA,55,FALSE,FALSE,0.146461337,0.013550136,-0.132911201,5333.45821,8994.519474,0.686432915,1,1,0,24.35260533,14.36031332,-0.410317166,0.113724786,0.261096606,1.29586368,0.263362662,0,-1,62.5494382,,
634440,SAN JACINTO UNIFIED,SAN JACINTO,CA,257,FALSE,FALSE,0.044012282,0.043507703,-0.00050458,3145.29974,4284.597461,0.362222305,0.833333333,1,0.2,26.6798489,23.7962963,-0.108079795,0.12345679,0,-1,0.174603175,0.385964912,1.210526316,94,,
634590,SAN JOSE UNIFIED,SAN JOSE,CA,850,FALSE,TRUE,0.044556588,0.046437937,0.001881349,4022.048704,5276.102885,0.311794877,0.8125,0.636363636,-0.216783217,22.72513446,17.34579888,-0.236713036,0.114991249,0.119253703,0.037067633,0.226154014,0.21157915,-0.064446632,93.17641509,,
634620,SAN JUAN UNIFIED,CARMICHAEL,CA,300,FALSE,FALSE,0.03516332,0.01156738,-0.02359594,3973.512944,6264.62069,0.576595012,0.95,0,-1,24.7834791,24.31733723,-0.018808573,0.061033473,0,-1,0.133047999,0,-1,78.40479042,62,-16.40479042
634680,SAN LEANDRO UNIFIED,SAN LEANDRO,CA,108,FALSE,FALSE,0.021306818,0.023230802,0.001923984,4927.501779,6139.998482,0.246067228,1,1,0,22.21231224,15.65217391,-0.29533793,0.114146341,0.133333333,0.168091168,0.219512195,0,-1,89,,
634710,SAN LORENZO UNIFIED,SAN LORENZO,CA,444,FALSE,FALSE,0.036623939,0.063729008,0.027105069,4741.336864,4506.317094,-0.04956825,0.714285714,1,0.4,25.12268514,21.12190644,-0.159249645,0.183112217,0.149253731,-0.18490566,0.207296849,0.037313433,-0.82,91.75262544,,
634800,SAN LUIS COASTAL UNIFIED,SAN LUIS OBISPO,CA,54,FALSE,TRUE,0.015402567,0.01387818,-0.001524387,5776.655938,11190.90741,0.937263969,0.833333333,1,0.2,21.75912993,13.5,-0.37957078,0.099887626,0,-1,0.599637907,0.25,-0.583081728,97.80885312,,
634880,SAN MARCOS UNIFIED,SAN MARCOS,CA,264,FALSE,TRUE,0.060192762,0.02468674,-0.035506022,3683.841239,6920.698235,0.878663543,0.625,1,0.6,34.89743135,16.55246746,-0.525682355,0.196926141,0.031289111,-0.841112454,0.21052989,0.187734668,-0.108275464,96.57097033,,
634980,SAN MATEO UNION HIGH,SAN MATEO,CA,224,FALSE,FALSE,0.02211007,0.027565838,0.005455768,5551.968918,,,1,,,20.78432743,10.82125604,-0.479355006,0.008389262,,,0.315995526,,,95.79704017,82,-13.79704017
635070,SAN PASQUAL VALLEY UNIFIED,WINTERHAVEN,CA,30,FALSE,FALSE,0.091928251,0.078534031,-0.01339422,8285.734426,3792.600588,-0.542273455,1,0,-1,14.83890256,15.64002268,0.053987828,0.112934363,0,-1,0.386100386,1,1.59,,,
635110,SAN RAFAEL CITY HIGH,SAN RAFAEL,CA,51,FALSE,FALSE,0.021382397,0.023287671,0.001905274,6652.632349,10673.19582,0.604356781,1,1,0,21.33559214,15,-0.29694944,0,0,,0.105363985,0.294117647,1.79144385,89.55150215,,
635130,SAN RAMON VALLEY UNIFIED,DANVILLE,CA,292,FALSE,FALSE,0.051719445,0.017009378,-0.034710066,3951.86533,6951.764456,0.759109655,1,1,0,24.66442248,17.93532329,-0.272826141,0.118605203,0.110497238,-0.068360958,0.283071084,0.276243094,-0.024121115,99.14689397,92,-7.146893975
635250,SANGER UNIFIED,SANGER,CA,260,FALSE,FALSE,0.067845659,0.051231527,-0.016614132,3331.936862,5083.493622,0.52568726,0.666666667,0.333333333,-0.5,24.56686586,27.80594406,0.131847433,0.178899526,0.148148148,-0.171891892,0.14505367,0,-1,96,,
635310,SANTA ANA UNIFIED,SANTA ANA,CA,1045,FALSE,TRUE,0.031014013,0.036355413,0.0053414,4102.779481,5731.237017,0.396915687,0.947368421,1,0.055555556,26.53999779,21.65841579,-0.183933022,0.115039282,0.144206177,0.253538577,0.248971193,0.314774739,0.264301846,91.40434419,97.5,6.095655806
635430,SANTA CLARA UNIFIED,SANTA CLARA,CA,467,FALSE,FALSE,0.075261324,0.067475798,-0.007785526,4762.347637,7210.915789,0.514151494,1,0.666666667,-0.333333333,22.32505393,16.32374991,-0.26881476,0.083333333,0.154362416,0.852348993,0.437327824,0.33557047,-0.232679808,91.10747664,37,-54.10747664
635600,SANTA CRUZ CITY HIGH,SOQUEL,CA,372,FALSE,FALSE,0.085125132,0.081776215,-0.003348918,4147.920867,2922.956603,-0.295320066,1,0.5,-0.5,23.78934187,27.63710371,0.161743097,0.111650485,0,-1,0.500631068,0.235294118,-0.530004962,95.55407407,,
635670,SANTA MARIA JOINT UNION HIGH,SANTA MARIA,CA,590,FALSE,FALSE,0.04351369,0.076434771,0.032921082,3673.192184,2448.630952,-0.333377937,1,0,-1,23.89775963,34.72630959,0.45311988,0.055735878,0.055865922,0.002333224,0.170486214,0.167597765,-0.016942415,90.36131841,,
635700,SANTA MONICA-MALIBU UNIFIED,SANTA MONICA,CA,72,FALSE,FALSE,0.017174432,0.011568123,-0.005606309,4345.441645,10458.96563,1.406882082,1,1,0,22.57922064,17.73399015,-0.214588031,0.025248661,0.208333333,7.251262626,0.340474369,0.3125,-0.082162921,95.51655251,,
635830,SANTA ROSA HIGH,SANTA ROSA,CA,562,FALSE,FALSE,0.039871124,0.05158803,0.011716906,4034.825217,5054.059899,0.252609376,1,1,0,24.2991879,19.95057357,-0.178961303,0.097014925,0.062754942,-0.353141368,0.522827041,0.467524318,-0.105776326,88.34089587,,
635850,SANTA YNEZ VALLEY UNION HIGH,SANTA YNEZ,CA,20,FALSE,FALSE,0.027075812,0.019455253,-0.007620559,5018.977301,8851.040417,0.763514733,1,1,0,19.70289289,9.090909091,-0.538600289,0.181818182,0.333333333,0.833333333,0,0,,96,,
636270,SELMA UNIFIED,SELMA,CA,190,FALSE,FALSE,0.096919918,0.066155989,-0.030763929,3409.513031,5988.487047,0.756405385,1,0,-1,22.94745913,25.95201238,0.130931849,0.081632653,0.083333333,0.020833333,0.114285714,0.333333333,1.916666667,95,,
636390,SEQUOIA UNION HIGH,REDWOOD CITY,CA,389,FALSE,FALSE,0.043934789,0.041590933,-0.002343855,7601.331511,9392.085493,0.23558425,0.833333333,1,0.2,19.45975785,18.45253564,-0.051759237,0.117243668,0.068965517,-0.411776187,0.267669506,0.344827586,0.288258763,91.25426357,,
636450,SHANDON JOINT UNIFIED,SHANDON,CA,4,FALSE,FALSE,0,0.06779661,0.06779661,37264.89339,,,1,,,8.358662614,4,-0.521454545,0,,,0,,,,,
636600,SHASTA UNION HIGH,REDDING,CA,506,FALSE,FALSE,0.066034294,0.088631985,0.022597691,3978.874709,4417.773173,0.110307184,0.8,0.666666667,-0.166666667,23.41485222,20.80464756,-0.111476452,0.069948645,0.105461394,0.507697442,0.097396848,0.225988701,1.320287622,96.93196645,,
636780,SIERRA-PLUMAS JOINT UNIFIED,LOYALTON,CA,9,FALSE,FALSE,0.847423375,0.051136364,-0.796287011,10394.15494,8715.731667,-0.161477608,0,0,,14.58792085,14.51612903,-0.004921319,0,0,,0,0,,,,
636800,SIERRA SANDS UNIFIED,RIDGECREST,CA,108,FALSE,TRUE,0.050802139,0.04182804,-0.008974099,3568.747779,5942.180991,0.665060508,1,1,0,21.75626422,17.41935484,-0.19934072,0.125616002,0,-1,0.106290463,0,-1,96,,
636805,SIERRA UNIFIED,PRATHER,CA,28,FALSE,FALSE,0.04649721,0.037533512,-0.008963698,5478.417251,16909.65839,2.086595564,1,0,-1,21.52276177,9.814514965,-0.5439937,0,0,,0.146740809,0.25,0.703684211,97.5,,
636820,SILVER VALLEY UNIFIED,YERMO,CA,63,FALSE,FALSE,0.033527697,0.073001159,0.039473462,5696.52625,11710.04054,1.055645849,1,1,0,18.52488108,11.01984127,-0.405132955,0.023310023,0,-1,0.407925408,0.285714286,-0.299591837,97.5,,
636840,SIMI VALLEY UNIFIED,SIMI VALLEY,CA,382,FALSE,FALSE,0.046248823,0.041585021,-0.004663802,2732.422427,5499.389175,1.01264238,1,1,0,24.91836407,14.93026625,-0.400832807,0.048991354,0,-1,0.432276657,0.2,-0.537333333,90.95436968,,
636940,SISKIYOU UNION HIGH,MT. SHASTA,CA,28,FALSE,FALSE,0.0625,0.045602606,-0.016897394,8084.895468,12895.19844,0.594974046,1,1,0,17.43755676,10.33210332,-0.407479874,0.137892995,0,-1,0.298952013,0.1953125,-0.346676084,97.5,,
636970,SNOWLINE JOINT UNIFIED,PHELAN,CA,285,FALSE,FALSE,0.054928821,0.065653075,0.010724254,3892.467741,6829.167247,0.754456993,1,0.333333333,-0.666666667,25.26204778,17.11262026,-0.322595681,0.061614295,0.053163211,-0.137161085,0.151235087,0.053163211,-0.648473034,94,,
636972,VICTOR VALLEY UNION HIGH,VICTORVILLE,CA,227,FALSE,FALSE,0.205636384,0.016009592,-0.189626793,5241.437375,4103.814478,-0.217044069,1,1,0,24.96235303,22.92929293,-0.08144505,0.130434783,0,-1,0.363636364,0.444444444,0.222222222,62.92619857,,
637050,SOLEDAD UNIFIED,SOLEDAD,CA,90,FALSE,FALSE,0.133998574,0.041647385,-0.092351189,393.3619483,2441.057742,5.205627546,1,1,0,25.15578672,16.97184466,-0.325330396,0.893843395,1,0.11876421,0,0,,90,,
637200,SONOMA VALLEY UNIFIED,SONOMA,CA,33,FALSE,FALSE,0.01507159,0.014310494,-0.000761096,6299.968757,10547.09844,0.674150912,1,1,0,20.15899553,10.3125,-0.488441774,0.092186128,0.3125,2.389880952,0.231782265,0,-1,89,,
637260,SONORA UNION HIGH,SONORA,CA,108,FALSE,FALSE,0.086858432,0.095829636,0.008971204,4005.070658,5738.298246,0.432758305,1,0,-1,23.70870172,17.6772025,-0.254400232,0.162112089,0,-1,0.092635479,0.139470014,0.505578801,95,,
637530,SOUTH SAN FRANCISCO UNIFIED,SOUTH SAN FRANCISCO,CA,109,FALSE,FALSE,0.022482349,0.021414538,-0.00106781,9512.60349,5466.581297,-0.425332791,1,1,0,23.72607994,15.92931268,-0.328615906,0.19098513,0,-1,0.181226766,0.11627907,-0.358378056,94.50355619,,
637590,SOUTHERN HUMBOLDT JOINT UNIFIED,MIRANDA,CA,21,FALSE,FALSE,0.212283044,0.080769231,-0.131513813,6516.951973,8746.76,0.34215505,1,0,-1,14.89096573,35.14285714,1.360011955,0.151515152,0,-1,0,0,,,,
637620,SOUTHERN KERN UNIFIED,ROSAMOND,CA,159,FALSE,FALSE,0.161542761,0.100696643,-0.060846118,3401.410841,8605.044191,1.529845582,0,0,,21.21321788,25.85668978,0.218895216,0.277108434,0,-1,0.084337349,0,-1,87,,
637630,SOUTHERN TRINITY JOINT UNIFIED,BRIDGEVILLE,CA,1,FALSE,FALSE,0.114754098,0.047619048,-0.067135051,10413.41174,,,1,,,5.128205128,4.166666667,-0.1875,0.25,,,0.25,,,,,
638010,STOCKTON UNIFIED,STOCKTON,CA,1100,FALSE,TRUE,0.033319392,0.085803432,0.05248404,4818.625957,4725.897821,-0.019243688,0.384615385,0,-1,26.02499018,27.32053664,0.049780862,0.160405071,0.145985401,-0.089895348,0.347866419,0.401459854,0.15406326,78.10263789,92,13.89736211
638070,STONY CREEK JOINT UNIFIED,ELK CREEK,CA,2,FALSE,FALSE,0.014705882,0.028571429,0.013865546,8421.621622,9017.75,0.070785462,0.5,1,1,8.980392157,5,-0.443231441,0.428571429,0,-1,0,0,,,,
638280,SUMMERVILLE UNION HIGH,TUOLUMNE,CA,11,FALSE,FALSE,0.046060606,0.010082493,-0.035978113,7060.671979,9315.595,0.319363798,0,0,,17.2271463,11,-0.361472886,0.123595506,0,-1,0.028810141,0,-1,83.48648649,,
638610,SUTTER UNION HIGH,SUTTER,CA,25,FALSE,FALSE,0.041604755,0.035310734,-0.00629402,6179.26963,6255.964286,0.012411605,1,1,0,21.84202111,22.32142857,0.02194886,0.1,0,-1,0.466666667,0.666666667,0.428571429,97.5,,
638640,SWEETWATER UNION HIGH,CHULA VISTA,CA,633,FALSE,FALSE,0.024933843,0.015720069,-0.009213774,3844.520938,8319.660608,1.164030511,0.958333333,1,0.043478261,26.68725237,15.5360973,-0.417845753,0.032663854,0.035714286,0.093388605,0.399224882,0.446428571,0.118238346,87.21883107,,
638730,TAFT UNION HIGH,TAFT,CA,70,FALSE,FALSE,0.056399132,0.067049808,0.010650676,13607.90915,12152.49125,-0.106953822,1,1,0,16.26314911,13.69863014,-0.157688954,0,0,,0.306451613,0.587084149,0.915748275,96,,
638770,TAHOE-TRUCKEE UNIFIED,TRUCKEE,CA,52,FALSE,FALSE,0.171241422,0.027310924,-0.143930498,5635.625731,14651.93148,1.599876603,1,0.5,-0.5,17.65454429,10.14684817,-0.42525573,0.170940171,0.130378096,-0.237288136,0.548807917,0.130378096,-0.762434009,97.5,,
638790,TAMALPAIS UNION HIGH,LARKSPUR,CA,174,FALSE,FALSE,0.05955405,0.04307997,-0.01647408,10223.88628,13466.67363,0.317177565,1,1,0,18.81442449,10.74504997,-0.428892976,0.03894418,0.064226076,0.649182902,0.225876244,0.295439949,0.307972646,98.61846496,,
638880,TEHACHAPI UNIFIED,TEHACHAPI,CA,133,FALSE,FALSE,0.074432296,0.056355932,-0.018076364,5581.752104,6509.020606,0.166124988,1,1,0,22.25280108,18.97289586,-0.147392915,0.031578947,0,-1,0.084210526,0,-1,94,,
638980,TEMPLE CITY UNIFIED,TEMPLE CITY,CA,49,FALSE,FALSE,0.036193448,0.013656633,-0.022536815,3744.103549,8437.821964,1.253629434,1,1,0,25.34773683,11.92365835,-0.529596728,0.042075736,0,-1,0.091164095,0,-1,95,,
639000,TEMPLETON UNIFIED,TEMPLETON,CA,118,FALSE,FALSE,0.155017301,0.085755814,-0.069261487,7812.790464,3809.695299,-0.512377131,1,0,-1,24.36774111,30.85051843,0.266039322,0.134744947,0,-1,0.153994225,0,-1,97.5,,
639180,THERMALITO UNION ELEMENTARY,OROVILLE,CA,7,FALSE,TRUE,0.507633588,0.009222661,-0.498410926,3244.626432,10074.8775,2.105096291,1,1,0,21.47149661,7,-0.673986396,0,1,,0,0,,,,
639420,TORRANCE UNIFIED,TORRANCE,CA,198,FALSE,FALSE,0.010976703,0.014009764,0.003033062,3478.310143,8329.921399,1.394818477,1,1,0,27.75154113,27.59906572,-0.005494304,0,0,,0.293935902,0.729927007,1.48328633,97.25024679,,
639630,TRAVIS UNIFIED,FAIRFIELD,CA,90,FALSE,FALSE,0.014190687,0.03452244,0.020331752,4830.190967,73976.40736,14.31542083,1,0.333333333,-0.666666667,24.40289366,17.44973545,-0.28493171,0.019067854,0,-1,0.160714772,0.333333333,1.074067797,99.5,,
639840,TRONA JOINT UNIFIED,TRONA,CA,5,FALSE,FALSE,0,0.05,0.05,167645.6186,,,1,,,9.814049587,5,-0.490526316,0.088339223,,,0.088339223,,,,,
639870,TULARE CITY,TULARE,CA,2,FALSE,FALSE,0.003747323,0.000773395,-0.002973928,3271.639185,26569.1725,7.121058281,1,0,-1,23.95175567,2,-0.916498814,0.082949309,0,-1,0.129032258,0,-1,,,
639930,TULARE JOINT UNION HIGH,TULARE,CA,226,FALSE,FALSE,0.122182681,0.042401501,-0.07978118,5024.215509,7088.959339,0.410958452,1,0.666666667,-0.333333333,23.98790469,11.63930634,-0.514784368,0.095600122,0.046232085,-0.516401403,0.034954341,0,-1,88.89632107,,
639940,TULELAKE BASIN JOINT UNIFIED,TULELAKE,CA,2,FALSE,FALSE,0.010526316,0.009049774,-0.001476542,8217.624028,34413.505,3.187768251,1,0,-1,12.56454389,6.060606061,-0.517642175,0.052631579,0,-1,0.315789474,0,-1,,,
640150,TUSTIN UNIFIED,TUSTIN,CA,180,FALSE,FALSE,0.024926499,0.014606833,-0.010319666,3404.755779,5670.489026,0.665461312,1,0.5,-0.5,28.5096128,17.07835648,-0.400961472,0.046695182,0,-1,0.16778127,0.086206897,-0.486194755,97.41050119,,
640300,UKIAH UNIFIED,UKIAH,CA,263,FALSE,FALSE,0.051440329,0.077810651,0.026370322,5566.634794,5349.143939,-0.039070437,0.6,0.5,-0.166666667,22.33960535,20.73778807,-0.071703025,0.134228188,0,-1,0.563758389,0.387096774,-0.313364055,86,,
640500,UPPER LAKE UNION HIGH,UPPER LAKE,CA,23,FALSE,FALSE,0.057065217,0.074193548,0.017128331,4536.577397,5450.882,0.201540616,1,1,0,20.35460993,38.69565217,0.901075595,0.142857143,0,-1,0.357142857,0,-1,92,,
640590,VACAVILLE UNIFIED,VACAVILLE,CA,173,FALSE,FALSE,0.135919732,0.028514917,-0.107404816,4653.731578,8862.95092,0.904482622,1,1,0,21.73877635,18.17226891,-0.164062015,0.017391304,0,-1,0.243478261,0.285714286,0.173469388,91.06417112,,
640740,VALLEJO CITY UNIFIED,VALLEJO,CA,227,FALSE,FALSE,0.028456837,0.031743812,0.003286975,4902.716804,8542.125783,0.742324944,0.428571429,0.5,0.166666667,23.2881024,20.98538246,-0.098879673,0.151181102,0.062111801,-0.589156315,0.450708661,0.50310559,0.116254541,76.07221542,,
640980,VENTURA UNIFIED,VENTURA,CA,455,FALSE,TRUE,0.059116573,0.048153244,-0.010963329,3491.397622,5569.667922,0.595254544,1,1,0,27.23674862,48.42514418,0.777934101,0.048214458,0.043859649,-0.090321637,0.177429205,0.131578947,-0.258414378,96.31,97.5,1.19
641160,VISALIA UNIFIED,VISALIA,CA,429,FALSE,TRUE,0.042680678,0.031648838,-0.01103184,3461.698248,4644.70164,0.341740761,0.384615385,0.5,0.3,25.32785643,22.2622603,-0.121036541,0.233386801,0.428571429,0.836313907,0.188282921,0.333333333,0.770385396,97.98744217,,
641190,VISTA UNIFIED,VISTA,CA,1908,FALSE,FALSE,0.037281897,0.128303409,0.091021512,4544.625895,4362.316284,-0.040115428,0.888888889,0.75,-0.15625,26.03857114,23.15323764,-0.110809978,0.067756786,0.078860251,0.16387236,0.276987144,0.200993143,-0.274359309,91.53134921,99.5,7.968650794
641280,WALNUT VALLEY UNIFIED,WALNUT,CA,14,FALSE,FALSE,0.021057249,0.001468429,-0.019588821,4012.890792,31987.83263,6.971269164,1,0,-1,25.87967204,8.43373494,-0.674117395,0.044682752,0,-1,0.192969914,0.25,0.295538747,98,,
641430,WASCO UNION HIGH,WASCO,CA,129,FALSE,FALSE,0.082783883,0.074566474,-0.008217409,4524.381581,793.0917188,-0.824707155,1,1,0,23.1024531,19.25373134,-0.16659364,0.084151473,0,-1,0.350631136,0.459770115,0.311264368,94,,
641580,WASHINGTON UNIFIED,WEST SACRAMENTO,CA,167,FALSE,FALSE,0.095605243,0.071245734,-0.024359509,3112.815242,5681.552941,0.825213673,0.5,0.333333333,-0.333333333,23.50412455,16.40402528,-0.302078865,0.144927536,0.073529412,-0.492647059,0.082815735,0.220588235,1.663602941,93,,
642000,WEST COVINA UNIFIED,WEST COVINA,CA,208,FALSE,FALSE,0.059219858,0.022727273,-0.036492585,6508.79533,16814.5,1.583350551,1,1,0,28.31867971,13.68421053,-0.516777948,0.239495798,0.066666667,-0.721637427,0.144957983,0.4,1.75942029,83.47708138,,
642140,WESTERN PLACER UNIFIED,LINCOLN,CA,64,FALSE,FALSE,0.669988926,0.011519078,-0.658469847,4039.455523,6000.381579,0.48544316,0.6,1,0.666666667,53.84801217,15.23809524,-0.717016569,0.028708134,0,-1,0.368421053,0.5,0.357142857,77.48852901,,
642350,WHEATLAND UNION HIGH,WHEATLAND,CA,10,FALSE,FALSE,0,0.013297872,0.013297872,6445.833221,16899.435,1.621761132,1,0,-1,24.56140351,10,-0.592857143,0.033112583,0,-1,0.033112583,0,-1,97.5,,
642450,WHITTIER CITY ELEMENTARY,WHITTIER,CA,9,FALSE,FALSE,0,0.00464876,0.00464876,8623.557144,16739.484,0.941134467,1,1,0,25.42963871,15,-0.410137117,0.132661183,0.5,2.769,0.07959671,0,-1,,,
642480,WHITTIER UNION HIGH,WHITTIER,CA,1056,FALSE,FALSE,0.084089867,0.079909194,-0.004180673,4344.881304,5459.882733,0.25662414,1,1,0,29.47204145,25.88294833,-0.12177959,0.058735114,0.108137334,0.841101979,0.682159787,0.189240335,-0.722586498,95.85912487,,
642510,WILLIAM S. HART UNION HIGH,SANTA CLARITA,CA,660,FALSE,FALSE,0.042718324,0.025784272,-0.016934052,3440.252019,3397.178887,-0.012520342,0.944444444,0.5,-0.470588235,25.31120227,25.65099333,0.013424532,0.099101412,0.086956522,-0.122550124,0.014377407,0,-1,89.04555751,,
642540,WILLIAMS UNIFIED,WILLIAMS,CA,28,FALSE,FALSE,0.043269231,0.032332564,-0.010936667,4012.766287,4346.930625,0.083275305,0.5,0,-1,22.87860174,21.53846154,-0.058576141,0.163576881,0,-1,0.042802617,0,-1,82,,
642560,WILLITS UNIFIED,WILLITS,CA,81,FALSE,FALSE,0.082978723,0.074380165,-0.008598558,4669.022775,6456.28125,0.382790695,0.333333333,0,-1,19.55253011,17.80583614,-0.089333399,0.168399168,0,-1,0,0,,92,,
